Wordfreq,Word,Transcription,Pos,Phonotactic probability,Lemma,Lemfreq,Lem_trans
4808.0,bothers,b.ɑː.ð.ɚ.z,v,0.04472469920276685,bother,45596.0,b.ɑː.ð.ɚ
48877.0,breath,b.ɹ.ɛ.θ,n,0.02659042129265086,breath,52280.0,b.ɹ.ɛ.θ
20262.0,breathe,b.ɹ.iː.ð,v,0.024700575459986034,breathe,39322.0,b.ɹ.iː.ð
5095.0,breathed,b.ɹ.iː.ð.d,v,0.019745450347196238,breathe,39322.0,b.ɹ.iː.ð
1800.0,breathes,b.ɹ.iː.ð.z,v,0.01959673966880489,breathe,39322.0,b.ɹ.iː.ð
12165.0,breathing,b.ɹ.iː.ð.ɪ.ŋ,v,0.038602861171905936,breathe,39322.0,b.ɹ.iː.ð
12092.0,breathing,b.ɹ.iː.ð.ɪ.ŋ,n,0.038602861171905936,breathing,12110.0,b.ɹ.iː.ð.ɪ.ŋ
18.0,breathings,b.ɹ.iː.ð.ɪ.ŋ.z,n,0.033566759396206014,breathing,12110.0,b.ɹ.iː.ð.ɪ.ŋ
3403.0,breaths,b.ɹ.ɛ.θ.s,n,0.028084839979621634,breath,52280.0,b.ɹ.ɛ.θ
3391.0,brethren,b.ɹ.ɛ.ð.ɹ.ə.n,n,0.016528661896450705,brother,167417.0,b.ɹ.ʌ.ð.ɚ
118506.0,brother,b.ɹ.ʌ.ð.ɚ,n,0.026294217061236733,brother,167417.0,b.ɹ.ʌ.ð.ɚ
45520.0,brothers,b.ɹ.ʌ.ð.ɚ.z,n,0.025692023607482017,brother,167417.0,b.ɹ.ʌ.ð.ɚ
45444.0,catholic,k.æ.θ.l.ɪ.k,j,0.020633486693141582,Catholic,45444.0,k.æ.θ.l.ɪ.k
8457.0,catholic,k.æ.θ.l.ɪ.k,n,0.020633486693141582,Catholic,22367.0,k.æ.θ.l.ɪ.k
13910.0,catholics,k.æ.θ.l.ɪ.k.s,n,0.021660262432998473,Catholic,22367.0,k.æ.θ.l.ɪ.k
13249.0,cloth,k.l.ɔ.θ,n,0.00883895245162332,cloth,14408.0,k.l.ɔ.θ
15.0,clothe,k.l.o.ʊ.ð,n,0.02279538121906373,clothes,58660.0,k.l.o.ʊ.ð.z
58645.0,clothes,k.l.o.ʊ.ð.z,n,0.02016373168215797,clothes,58660.0,k.l.o.ʊ.ð.z
24904.0,clothing,k.l.o.ʊ.ð.ɪ.ŋ,n,0.03339037575215425,clothing,24923.0,k.l.o.ʊ.ð.ɪ.ŋ
19.0,clothings,k.l.o.ʊ.ð.ɪ.ŋ.z,n,0.032988845113918266,clothing,24923.0,k.l.o.ʊ.ð.ɪ.ŋ
1159.0,cloths,k.l.ɔ.θ.s,n,0.014771238348850978,cloth,14408.0,k.l.ɔ.θ
582.0,cometh,k.ʌ.m.ə.θ,v,0.00870614219926107,come,1802158.0,k.ʌ.m
207362.0,death,d.ɛ.θ,n,0.01401808010046591,death,233153.0,d.ɛ.θ
25791.0,deaths,d.ɛ.θ.s,n,0.019951588569090576,death,233153.0,d.ɛ.θ
22897.0,depth,d.ɛ.p.θ,n,0.009224641206114987,depth,30176.0,d.ɛ.p.θ
7279.0,depths,d.ɛ.p.θ.s,n,0.01506050491471973,depth,30176.0,d.ɛ.p.θ
1655.0,doth,d.ʌ.θ,v,0.005475533138344111,do,8186412.0,d.uː
133301.0,earth,ɜː.θ,n,0.011788931355739182,earth,134202.0,ɜː.θ
11834.0,earthquake,ɜː.θ.k.w.eɪ.k,n,0.010166862942851577,earthquake,16050.0,ɜː.θ.k.w.eɪ.k
4216.0,earthquakes,ɜː.θ.k.w.eɪ.k.s,n,0.012938075974423471,earthquake,16050.0,ɜː.θ.k.w.eɪ.k
901.0,earths,ɜː.θ.s,n,0.007021347714895677,earth,134202.0,ɜː.θ
12667.0,eighth,eɪ.t.θ,m,0.0030974383307036772,eighth,12667.0,eɪ.t.θ
181133.0,either,iː.ð.ɚ,r,0.017996596898425407,either,181133.0,iː.ð.ɚ
47446.0,either,iː.ð.ɚ,d,0.017996596898425407,either,47446.0,iː.ð.ɚ
14486.0,enthusiasm,ɛ.n.θ.uː.z.i.æ.z.ə.m,n,0.045484353245076034,enthusiasm,14777.0,ɛ.n.θ.uː.z.i.æ.z.ə.m
291.0,enthusiasms,ɛ.n.θ.uː.z.i.æ.z.ə.m.z,n,0.09314627146871059,enthusiasm,14777.0,ɛ.n.θ.uː.z.i.æ.z.ə.m
18367.0,ethical,ɛ.θ.ɪ.k.ə.l,j,0.011153750823530057,ethical,18367.0,ɛ.θ.ɪ.k.ə.l
21228.0,ethics,ɛ.θ.ɪ.k.s,n,0.01409947204677991,ethics,21228.0,ɛ.θ.ɪ.k.s
32857.0,ethnic,ɛ.θ.n.ɪ.k,j,0.006548661986426472,ethnic,32857.0,ɛ.θ.n.ɪ.k
81.0,every-thing,ɛ.v.ɹ.ɪ.θ.ɪ.ŋ,p,0.023477011947246412,everything,323760.0,ɛ.v.ɹ.ɪ.θ.ɪ.ŋ
323679.0,everything,ɛ.v.ɹ.ɪ.θ.ɪ.ŋ,p,0.023477011947246412,everything,323760.0,ɛ.v.ɹ.ɪ.θ.ɪ.ŋ
13.0,fa-ther,f.ɑː.ð.ɚ,n,0.05252885417483086,father,318173.0,f.ɑː.ð.ɚ
78563.0,faith,f.eɪ.θ,n,0.00932688570596942,faith,80912.0,f.eɪ.θ
12238.0,faithful,f.eɪ.θ.f.ə.l,j,0.010693429807516903,faithful,12238.0,f.eɪ.θ.f.ə.l
2349.0,faiths,f.eɪ.θ.s,n,0.016824125639426254,faith,80912.0,f.eɪ.θ
13099.0,farther,f.ɑː.ɹ.ð.ɚ,r,0.023242867410650334,far,357192.0,f.ɑː.ɹ
3295.0,farther,f.ɑː.ɹ.ð.ɚ,j,0.023242867410650334,far,89074.0,f.ɑː.ɹ
550.0,farthest,f.ɑː.ɹ.ð.ɪ.s.t,r,0.028124519036326494,far,357192.0,f.ɑː.ɹ
1328.0,farthest,f.ɑː.ɹ.ð.ɪ.s.t,j,0.028124519036326494,far,89074.0,f.ɑː.ɹ
298634.0,father,f.ɑː.ð.ɚ,n,0.05252885417483086,father,318173.0,f.ɑː.ð.ɚ
19522.0,fathers,f.ɑː.ð.ɚ.z,n,0.046318109883805164,father,318173.0,f.ɑː.ð.ɚ
29510.0,fifth,f.ɪ.f.θ,m,0.003697870729928225,fifth,29510.0,f.ɪ.f.θ
42832.0,forth,f.ɔː.ɹ.θ,r,0.015528947376268558,forth,42832.0,f.ɔː.ɹ.θ
53036.0,fourth,f.o.ː.ɹ.θ,m,0.004486224366190174,fourth,53036.0,f.o.ː.ɹ.θ
84817.0,further,f.ɜː.ð.ɚ,r,0.051401344188819253,far,357192.0,f.ɑː.ɹ
51866.0,further,f.ɜː.ð.ɚ,j,0.051401344188819253,far,89074.0,f.ɑː.ɹ
22381.0,furthermore,f.ɜː.ð.ɚ.m.o.ː.ɹ,r,0.030223553221526433,furthermore,22381.0,f.ɜː.ð.ɚ.m.o.ː.ɹ
345.0,furthest,f.ɜː.ð.ɪ.s.t,r,0.01919023493443795,far,357192.0,f.ɑː.ɹ
792.0,furthest,f.ɜː.ð.ɪ.s.t,j,0.01919023493443795,far,89074.0,f.ɑː.ɹ
20847.0,gather,ɡ.æ.ð.ɚ,v,0.0552385093675963,gather,57562.0,ɡ.æ.ð.ɚ
24704.0,gathered,ɡ.æ.ð.ɚ.d,v,0.04421072537625075,gather,57562.0,ɡ.æ.ð.ɚ
9454.0,gathering,ɡ.æ.ð.ɚ.ɹ.ɪ.ŋ,v,0.05237231841790346,gather,57562.0,ɡ.æ.ð.ɚ
10667.0,gathering,ɡ.æ.ð.ɚ.ɹ.ɪ.ŋ,n,0.05237231841790346,gathering,13824.0,ɡ.æ.ð.ɚ.ɹ.ɪ.ŋ
3157.0,gatherings,ɡ.æ.ð.ɚ.ɹ.ɪ.ŋ.z,n,0.049259081684560446,gathering,13824.0,ɡ.æ.ð.ɚ.ɹ.ɪ.ŋ
2557.0,gathers,ɡ.æ.ð.ɚ.z,v,0.04835035127837925,gather,57562.0,ɡ.æ.ð.ɚ
299.0,giveth,ɡ.ɪ.v.ə.θ,v,0.0058012850323787635,give,1048189.0,ɡ.ɪ.v
27.0,grand-father,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ,n,0.05210321234408734,grandfather,22432.0,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ
35.0,grand-mother,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ,n,0.05281243970633882,grandmother,28091.0,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ
21504.0,grandfather,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ,n,0.05210321234408734,grandfather,22432.0,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ
901.0,grandfathers,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ.z,n,0.06824945509161853,grandfather,22432.0,ɡ.ɹ.æ.n.d.f.ɑː.ð.ɚ
26351.0,grandmother,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ,n,0.05281243970633882,grandmother,28091.0,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ
1705.0,grandmothers,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ.z,n,0.06887987941361985,grandmother,28091.0,ɡ.ɹ.æ.n.d.m.ʌ.ð.ɚ
109080.0,growth,ɡ.ɹ.o.ʊ.θ,n,0.02875299291676941,growth,109567.0,ɡ.ɹ.o.ʊ.θ
487.0,growths,ɡ.ɹ.o.ʊ.θ.s,n,0.024088754265562333,growth,109567.0,ɡ.ɹ.o.ʊ.θ
4804.0,hath,h.æ.θ,v,0.020779195056226378,have,10514314.0,h.æ.v
300245.0,health,h.ɛ.l.θ,n,0.030909800886109007,health,300262.0,h.ɛ.l.θ
6668.0,health-care,h.ɛ.l.θ.k.ɛ.ɹ,n,0.02455218770489848,health-care,23216.0,h.ɛ.l.θ.k.ɛ.ɹ
16548.0,healthcare,h.ɛ.l.θ.k.ɛ.ɹ,n,0.02455218770489848,health-care,23216.0,h.ɛ.l.θ.k.ɛ.ɹ
7212.0,healthier,h.ɛ.l.θ.i.ɚ,j,0.027425168466582515,healthy,69023.0,h.ɛ.l.θ.i
1075.0,healthiest,h.ɛ.l.θ.i.ɪ.s.t,j,0.04538636941014983,healthy,69023.0,h.ɛ.l.θ.i
17.0,healths,h.ɛ.l.θ.s,n,0.031324374674715244,health,300262.0,h.ɛ.l.θ
60736.0,healthy,h.ɛ.l.θ.i,j,0.030677009009740255,healthy,69023.0,h.ɛ.l.θ.i
5198.0,hypotheses,h.aɪ.p.ɑː.θ.ə.s.iː.z,n,0.018342295609171635,hypothesis,20698.0,h.aɪ.p.ɑː.θ.ə.s.ɪ.s
15500.0,hypothesis,h.aɪ.p.ɑː.θ.ə.s.ɪ.s,n,0.019514857895407214,hypothesis,20698.0,h.aɪ.p.ɑː.θ.ə.s.ɪ.s
20037.0,leather,l.ɛ.ð.ɚ,n,0.04845905991505312,leather,20393.0,l.ɛ.ð.ɚ
356.0,leathers,l.ɛ.ð.ɚ.z,n,0.043265764188971864,leather,20393.0,l.ɛ.ð.ɚ
35404.0,length,l.ɛ.ŋ.θ,n,0.008649854123014498,length,42379.0,l.ɛ.ŋ.θ
6975.0,lengths,l.ɛ.ŋ.θ.s,n,0.014629414602394362,length,42379.0,l.ɛ.ŋ.θ
261.0,maketh,m.eɪ.k.ə.θ,v,0.004750895888556426,make,2290830.0,m.eɪ.k
30465.0,math,m.æ.θ,n,0.022649481314477055,math,30465.0,m.æ.θ
15994.0,mathematics,m.æ.θ.ɪ.m.æ.ɾ.ɪ.k.s,n,0.03366007530142564,mathematics,15994.0,m.æ.θ.ɪ.m.æ.ɾ.ɪ.k.s
54899.0,method,m.ɛ.θ.ə.d,n,0.010822747430767068,method,105544.0,m.ɛ.θ.ə.d
50645.0,methods,m.ɛ.θ.ə.d.z,n,0.010559877929710141,method,105544.0,m.ɛ.θ.ə.d
149518.0,month,m.ʌ.n.θ,n,0.016399928767772378,month,381833.0,m.ʌ.n.θ
19414.0,monthly,m.ʌ.n.θ.l.i,j,0.01270228294872772,monthly,19414.0,m.ʌ.n.θ.l.i
232315.0,months,m.ʌ.n.θ.s,n,0.020441970585962775,month,381833.0,m.ʌ.n.θ
15.0,moth-er,m.ɑː.θ.ɜː,n,0.0009729448322246832,mother,348470.0,m.ʌ.ð.ɚ
317758.0,mother,m.ʌ.ð.ɚ,n,0.049609873383478685,mother,348470.0,m.ʌ.ð.ɚ
30697.0,mothers,m.ʌ.ð.ɚ.z,n,0.04412887429029104,mother,348470.0,m.ʌ.ð.ɚ
79265.0,mouth,m.aʊ.θ,n,0.012067128489961856,mouth,86406.0,m.aʊ.θ
7141.0,mouths,m.aʊ.ð.z,n,0.004408287812091963,mouth,86406.0,m.aʊ.θ
16291.0,myth,m.ɪ.θ,n,0.012796241930836933,myth,22770.0,m.ɪ.θ
6479.0,myths,m.ɪ.θ.s,n,0.019137029789337928,myth,22770.0,m.ɪ.θ
47463.0,neither,n.iː.ð.ɚ,r,0.044242127345535155,neither,47463.0,n.iː.ð.ɚ
26586.0,neither,n.iː.ð.ɚ,d,0.044242127345535155,neither,26586.0,n.iː.ð.ɚ
24438.0,nevertheless,n.ɛ.v.ɚ.ð.ə.l.ɛ.s,r,0.016325376775304084,nevertheless,24438.0,n.ɛ.v.ɚ.ð.ə.l.ɛ.s
17584.0,nonetheless,n.ʌ.n.ð.ə.l.ɛ.s,r,0.014623946199476408,nonetheless,17584.0,n.ʌ.n.ð.ə.l.ɛ.s
137666.0,north,n.ɔː.ɹ.θ,n,0.020061671225808927,north,137666.0,n.ɔː.ɹ.θ
218.0,north-east,n.ɔː.ɹ.θ.iː.s.t,n,0.026790094982145147,northeast,13021.0,n.ɔː.ɹ.θ.iː.s.t
264.0,north-west,n.ɔː.ɹ.θ.w.ɛ.s.t,n,0.03399435496465376,northwest,15505.0,n.ɔː.ɹ.θ.w.ɛ.s.t
12803.0,northeast,n.ɔː.ɹ.θ.iː.s.t,n,0.026790094982145147,northeast,13021.0,n.ɔː.ɹ.θ.iː.s.t
43805.0,northern,n.ɔː.ɹ.ð.ɚ.n,j,0.02236947260597325,northern,43805.0,n.ɔː.ɹ.ð.ɚ.n
15241.0,northwest,n.ɔː.ɹ.θ.w.ɛ.s.t,n,0.03399435496465376,northwest,15505.0,n.ɔː.ɹ.θ.w.ɛ.s.t
383492.0,nothing,n.ʌ.θ.ɪ.ŋ,p,0.009220202614037658,nothing,383744.0,n.ʌ.θ.ɪ.ŋ
252.0,nuthin,n.ʌ.θ.ɪ.n,p,0.009945710268743958,nothing,383744.0,n.ʌ.θ.ɪ.ŋ
1278825.0,other,ʌ.ð.ɚ,j,0.024567399683301128,other,1539952.0,ʌ.ð.ɚ
132728.0,other,ʌ.ð.ɚ,p,0.024567399683301128,other,132728.0,ʌ.ð.ɚ
41717.0,other,ʌ.ð.ɚ,i,0.024567399683301128,other,41717.0,ʌ.ð.ɚ
26.0,other-wise,ʌ.ð.ɚ.w.aɪ.z,r,0.020729240957324382,otherwise,69243.0,ʌ.ð.ɚ.w.aɪ.z
261127.0,others,ʌ.ð.ɚ.z,j,0.019618152712913405,other,1539952.0,ʌ.ð.ɚ
69217.0,otherwise,ʌ.ð.ɚ.w.aɪ.z,r,0.020729240957324382,otherwise,69243.0,ʌ.ð.ɚ.w.aɪ.z
60385.0,path,p.æ.θ,n,0.022713194118593155,path,72335.0,p.æ.θ
11950.0,paths,p.æ.θ.s,n,0.025748331247842076,path,72335.0,p.æ.θ
115104.0,rather,ɹ.æ.ð.ɚ,r,0.052967137217955144,rather,115104.0,ɹ.æ.ð.ɚ
91475.0,rather,ɹ.æ.ð.ɚ,i,0.052967137217955144,rather,91475.0,ɹ.æ.ð.ɚ
30233.0,rather,ɹ.æ.ð.ɚ,c,0.052967137217955144,rather,30233.0,ɹ.æ.ð.ɚ
13569.0,rhythm,ɹ.ɪ.ð.ə.m,n,0.010749659915358686,rhythm,17605.0,ɹ.ɪ.ð.ə.m
4036.0,rhythms,ɹ.ɪ.ð.ə.m.z,n,0.010057334868394687,rhythm,17605.0,ɹ.ɪ.ð.ə.m
167.0,runneth,ɹ.ʌ.n.ə.θ,v,0.008267826332617152,run,465066.0,ɹ.ʌ.n
14877.0,seventh,s.ɛ.v.ə.n.θ,m,0.010757626411757835,seventh,14877.0,s.ɛ.v.ə.n.θ
18547.0,sixth,s.ɪ.k.s.θ,m,0.00750149596580167,sixth,18547.0,s.ɪ.k.s.θ
24679.0,smooth,s.m.uː.ð,j,0.00842916406443142,smooth,27095.0,s.m.uː.ð
2116.0,smoother,s.m.uː.ð.ɚ,j,0.018029457454939394,smooth,27095.0,s.m.uː.ð
296.0,smoothest,s.m.uː.ð.ɪ.s.t,j,0.024648912399185863,smooth,27095.0,s.m.uː.ð
188.0,some-thing,s.ʌ.m.θ.ɪ.ŋ,p,0.03242823259670598,something,779903.0,s.ʌ.m.θ.ɪ.ŋ
5386.0,somethin,s.ʌ.m.θ.ɪ.n,p,0.014829226203124084,something,779903.0,s.ʌ.m.θ.ɪ.ŋ
774329.0,something,s.ʌ.m.θ.ɪ.ŋ,p,0.03242823259670598,something,779903.0,s.ʌ.m.θ.ɪ.ŋ
120894.0,south,s.aʊ.θ,n,0.015584309256565614,south,120894.0,s.aʊ.θ
291.0,south-east,s.aʊ.θ.iː.s.t,n,0.01638943781156605,southeast,14046.0,s.aʊ.θ.iː.s.t
200.0,south-west,s.aʊ.θ.w.ɛ.s.t,n,0.023024423117731913,southwest,15385.0,s.aʊ.θ.w.ɛ.s.t
13755.0,southeast,s.aʊ.θ.iː.s.t,n,0.01638943781156605,southeast,14046.0,s.aʊ.θ.iː.s.t
67179.0,southern,s.ʌ.ð.ɚ.n,j,0.037283630014003956,southern,67179.0,s.ʌ.ð.ɚ.n
15185.0,southwest,s.aʊ.θ.w.ɛ.s.t,n,0.023024423117731913,southwest,15385.0,s.aʊ.θ.w.ɛ.s.t
58318.0,strength,s.t.ɹ.ɛ.ŋ.θ,n,0.027204049785788033,strength,68537.0,s.t.ɹ.ɛ.ŋ.θ
10682.0,strengthen,s.t.ɹ.ɛ.ŋ.θ.ə.n,v,0.03997236258340533,strengthen,21276.0,s.t.ɹ.ɛ.ŋ.θ.ə.n
4514.0,strengthened,s.t.ɹ.ɛ.ŋ.θ.ə.n.d,v,0.04108321046757606,strengthen,21276.0,s.t.ɹ.ɛ.ŋ.θ.ə.n
4045.0,strengthening,s.t.ɹ.ɛ.ŋ.θ.ə.n.ɪ.ŋ,v,0.07232605964600587,strengthen,21276.0,s.t.ɹ.ɛ.ŋ.θ.ə.n
2035.0,strengthens,s.t.ɹ.ɛ.ŋ.θ.ə.n.z,v,0.04050499046551349,strengthen,21276.0,s.t.ɹ.ɛ.ŋ.θ.ə.n
10219.0,strengths,s.t.ɹ.ɛ.ŋ.θ.s,n,0.024974914152539374,strength,68537.0,s.t.ɹ.ɛ.ŋ.θ
12190.0,sweetheart,s.w.iː.t.h.ɑː.ɹ.t,n,0.015455681720954498,sweetheart,12849.0,s.w.iː.t.h.ɑː.ɹ.t
659.0,sweethearts,s.w.iː.t.h.ɑː.ɹ.t.s,n,0.024284594291018154,sweetheart,12849.0,s.w.iː.t.h.ɑː.ɹ.t
1369.0,sympathies,s.ɪ.m.p.ə.θ.i.z,n,0.01707876524215349,sympathy,13166.0,s.ɪ.m.p.ə.θ.i
11797.0,sympathy,s.ɪ.m.p.ə.θ.i,n,0.011666386223479786,sympathy,13166.0,s.ɪ.m.p.ə.θ.i
38017.0,teeth,t.iː.θ,n,0.0034577935554904017,tooth,46405.0,t.uː.θ
1342798.0,than,ð.ɐ.n,c,0.008495349554940393,than,1342798.0,ð.ɐ.n
133168.0,than,ð.ɐ.n,i,0.008495349554940393,than,133168.0,ð.ɐ.n
320733.0,thank,θ.æ.ŋ.k,v,0.029973224054165054,thank,330129.0,θ.æ.ŋ.k
5271.0,thanked,θ.æ.ŋ.k.t,v,0.023704790622534274,thank,330129.0,θ.æ.ŋ.k
2805.0,thanking,θ.æ.ŋ.k.ɪ.ŋ,v,0.0409062068854347,thank,330129.0,θ.æ.ŋ.k
1320.0,thanks,θ.æ.ŋ.k.s,v,0.030405416291134885,thank,330129.0,θ.æ.ŋ.k
194839.0,thanks,θ.æ.ŋ.k.s,n,0.030405416291134885,thanks,194839.0,θ.æ.ŋ.k.s
18054.0,thanksgiving,θ.æ.ŋ.k.s.ɡ.ɪ.v.ɪ.ŋ,n,0.06765385430452726,Thanksgiving,18234.0,θ.æ.ŋ.k.s.ɡ.ɪ.v.ɪ.ŋ
180.0,thanksgivings,θ.æ.ŋ.k.s.ɡ.ɪ.v.ɪ.ŋ.z,n,0.10867811532593241,Thanksgiving,18234.0,θ.æ.ŋ.k.s.ɡ.ɪ.v.ɪ.ŋ
8319510.0,that,ð.æ.t,c,0.01409701715143926,that,8319512.0,ð.æ.t
5002961.0,that,ð.æ.t,d,0.01409701715143926,that,5002963.0,ð.æ.t
112903.0,that,ð.æ.t,r,0.01409701715143926,that,112903.0,ð.æ.t
50033323.0,the,ð.ə,a,0.00575284551307538,the,50033612.0,ð.ə
37529.0,theater,θ.i.ə.ɾ.ɚ,n,0.0199388972802757,theater,63549.0,θ.i.ə.ɾ.ɚ
9139.0,theaters,θ.i.ə.ɾ.ɚ.z,n,0.020607767782713192,theater,63549.0,θ.i.ə.ɾ.ɚ
16085.0,theatre,θ.i.ə.ɾ.ɚ,n,0.0199388972802757,theater,63549.0,θ.i.ə.ɾ.ɚ
796.0,theatres,θ.i.ə.ɾ.ɚ.z,n,0.020607767782713192,theater,63549.0,θ.i.ə.ɾ.ɚ
11836.0,theft,θ.ɛ.f.t,n,0.01064188515444313,theft,12907.0,θ.ɛ.f.t
1071.0,thefts,θ.ɛ.f.t.s,n,0.010424640348694445,theft,12907.0,θ.ɛ.f.t
2417058.0,their,ð.ɛ.ɹ,a,0.036788385889889606,their,2417058.0,ð.ɛ.ɹ
27.0,theirself,θ.ɛ.ɹ.s.ɛ.l.f,p,0.019241044586604462,themselves,188414.0,ð.ɛ.m.s.ɛ.l.v.z
82.0,theirselves,θ.ɛ.ɹ.s.ɛ.l.v.z,p,0.026965950423325367,themselves,188414.0,ð.ɛ.m.s.ɛ.l.v.z
1691297.0,them,ð.ɛ.m,p,0.025244141130618757,them,1701589.0,ð.ɛ.m
46.0,them-selves,ð.ɛ.m.s.ɛ.l.v.z,p,0.027122446142706518,themselves,188414.0,ð.ɛ.m.s.ɛ.l.v.z
32951.0,theme,θ.iː.m,n,0.009478801673541567,theme,49821.0,θ.iː.m
16870.0,themes,θ.iː.m.z,n,0.00915066264760119,theme,49821.0,θ.iː.m
8.0,thems,ð.ɛ.m.z,p,0.01966088895231932,them,1701589.0,ð.ɛ.m
385.0,themself,ð.ɛ.m.s.ɛ.l.f,p,0.01942362292588247,themselves,188414.0,ð.ɛ.m.s.ɛ.l.v.z
187873.0,themselves,ð.ɛ.m.s.ɛ.l.v.z,p,0.027122446142706518,themselves,188414.0,ð.ɛ.m.s.ɛ.l.v.z
1344434.0,then,ð.ɛ.n,r,0.021230140174038792,then,1344434.0,ð.ɛ.n
